2,5,20.833333333333332
2,6,163.44
2,7,188.85714285714286
2,8,414.6111111111111
2,9,1016.8125
2,10,7069.0
2,11,17295.46153846154
2,12,12253.166666666666
3,5,120.25
3,6,227.375
3,7,691.3571428571429
3,8,1593.4166666666667
3,9,2278.6363636363635
3,10,14987.6
3,11,35112.555555555555
3,12,92015.75
4,5,185.33333333333334
4,6,727.1666666666666
4,7,1663.9
4,8,4779.777777777777
4,9,9936.25
4,10,57384.71428571428
4,11,106029.33333333333
4,12,306999.0
5,5,246.0
5,6,641.6
5,7,4413.75
5,8,7908.0
5,9,42079.5
5,10,98294.16666666667
5,11,158338.2
5,12,334440.6
6,5,443.5
6,6,1381.375
6,7,5314.0
6,8,20010.666666666668
6,9,14574.6
6,10,180218.8
6,11,355580.25
6,12,1134676.75
7,5,638.125
7,6,1820.0
7,7,5676.833333333333
7,8,19073.6
7,9,70357.0
7,10,223374.0
7,11,928223.6666666666
